frame,id,x,y,primary_static_class,primary_static_conf,primary_motion_class,primary_motion_conf,secondary_static_class,secondary_static_conf,secondary_motion_class,secondary_motion_conf
215,1,357,907,,0.000,object,0.829,,0.000,Bead,0.879
216,1,306,903,,0.000,object,0.808,,0.000,Bead,0.998
217,1,273,903,,0.000,object,0.780,,0.000,Bead,0.999
218,1,241,905,,0.000,object,0.824,,0.000,Bead,0.986
219,1,212,901,,0.000,object,0.809,,0.000,Bead,0.997
220,1,204,904,,0.000,object,0.751,,0.000,Bead,0.998
221,1,195,909,,0.000,object,0.824,,0.000,Bead,0.996
225,1,201,914,,0.000,object,0.703,,0.000,Bead,1.000
227,1,214,918,,0.000,object,0.721,,0.000,Bead,0.766
234,1,212,893,,0.000,object,0.764,,0.000,Bead,0.994
235,1,210,879,,0.000,object,0.849,,0.000,Bead,0.979
236,1,205,873,,0.000,object,0.793,,0.000,Bead,0.980
237,1,193,856,,0.000,object,0.831,,0.000,Bead,0.998
238,1,181,838,,0.000,object,0.817,,0.000,Bead,1.000
239,1,180,814,,0.000,object,0.731,,0.000,Bead,0.999
240,1,184,801,,0.000,object,0.821,,0.000,Bead,0.999
241,1,192,796,,0.000,object,0.822,,0.000,Bead,0.705
243,1,220,797,,0.000,object,0.838,,0.000,Bead,0.997
244,1,240,800,,0.000,object,0.824,,0.000,Bead,0.998
245,1,259,806,,0.000,object,0.812,,0.000,Bead,0.999
246,1,287,808,,0.000,object,0.810,,0.000,Bead,0.999
248,1,338,811,,0.000,object,0.805,,0.000,Bead,0.875
249,1,354,811,,0.000,object,0.832,,0.000,Bead,0.720
250,1,363,813,,0.000,object,0.794,,0.000,Bead,0.530
251,1,385,804,,0.000,object,0.768,,0.000,Bead,0.818
252,1,389,798,,0.000,object,0.752,,0.000,Frag,0.902
265,2,281,705,,0.000,object,0.741,,0.000,Bead,0.998
266,2,263,703,,0.000,object,0.823,,0.000,Bead,0.995
267,2,249,705,,0.000,object,0.847,,0.000,Bead,0.992
268,2,232,699,,0.000,object,0.839,,0.000,Bead,0.997
269,2,222,694,,0.000,object,0.885,,0.000,Bead,0.995
270,2,214,684,,0.000,object,0.857,,0.000,Bead,1.000
271,2,205,671,,0.000,object,0.864,,0.000,Bead,0.999
272,2,200,658,,0.000,object,0.839,,0.000,Bead,1.000
273,2,205,640,,0.000,object,0.832,,0.000,Bead,0.988
274,2,208,628,,0.000,object,0.836,,0.000,Bead,0.983
275,2,228,619,,0.000,object,0.769,,0.000,Bead,0.913
276,2,241,606,,0.000,object,0.867,,0.000,Bead,0.987
277,2,246,602,,0.000,object,0.825,,0.000,Bead,0.998
278,2,287,605,,0.000,object,0.815,,0.000,Bead,0.999
279,2,338,604,,0.000,object,0.794,,0.000,Bead,0.994
280,2,364,602,,0.000,object,0.838,,0.000,Bead,0.944
281,2,371,588,,0.000,object,0.728,,0.000,Bead,0.922
282,2,392,576,,0.000,object,0.762,,0.000,Bead,0.997
314,3,263,512,,0.000,object,0.773,,0.000,Bead,0.908
315,3,251,509,,0.000,object,0.850,,0.000,Bead,0.916
316,3,238,507,,0.000,object,0.817,,0.000,Bead,0.866
317,3,230,504,,0.000,object,0.830,,0.000,Bead,0.920
318,3,224,497,,0.000,object,0.831,,0.000,Bead,0.994
319,3,211,484,,0.000,object,0.738,,0.000,Bead,0.999
320,3,205,460,,0.000,object,0.782,,0.000,Bead,1.000
321,3,206,439,,0.000,object,0.816,,0.000,Bead,1.000
322,3,215,422,,0.000,object,0.833,,0.000,Bead,1.000
323,3,225,418,,0.000,object,0.752,,0.000,Bead,1.000
324,3,241,405,,0.000,object,0.771,,0.000,Bead,1.000
326,3,342,405,,0.000,object,0.700,,0.000,Bead,0.938
327,3,372,397,,0.000,object,0.819,,0.000,Bead,0.884
328,3,382,386,,0.000,object,0.836,,0.000,Bead,0.993
330,3,391,342,,0.000,object,0.804,,0.000,Bead,0.998
331,3,384,335,,0.000,object,0.732,,0.000,Bead,0.958
332,3,372,320,,0.000,object,0.832,,0.000,Organic,0.804
333,3,352,310,,0.000,object,0.834,,0.000,Bead,0.584
334,3,340,304,,0.000,object,0.790,,0.000,Bead,0.546
335,3,319,301,,0.000,object,0.813,,0.000,Bead,0.531
336,3,304,305,,0.000,object,0.801,,0.000,Bead,0.560
337,3,275,303,,0.000,object,0.800,,0.000,Bead,0.976
338,3,261,295,,0.000,object,0.847,,0.000,Bead,0.993
339,3,241,285,,0.000,object,0.804,,0.000,Bead,0.998
340,3,231,275,,0.000,object,0.790,,0.000,Bead,0.997
341,3,217,262,,0.000,object,0.826,,0.000,Bead,0.984
342,3,204,254,,0.000,object,0.844,,0.000,Bead,0.997
343,3,196,240,,0.000,object,0.793,,0.000,Bead,0.999
344,3,187,220,,0.000,object,0.746,,0.000,Bead,1.000
416,4,403,905,,0.000,object,0.800,,0.000,Bead,0.892
417,4,375,905,,0.000,object,0.813,,0.000,Bead,0.999
418,4,346,903,,0.000,object,0.841,,0.000,Bead,0.996
419,4,302,901,,0.000,object,0.827,,0.000,Bead,1.000
420,4,259,899,,0.000,object,0.861,,0.000,Bead,1.000
421,4,229,894,,0.000,object,0.822,,0.000,Bead,1.000
422,4,208,889,,0.000,object,0.854,,0.000,Bead,1.000
423,4,195,879,,0.000,object,0.780,,0.000,Bead,1.000
424,4,185,864,,0.000,object,0.770,,0.000,Bead,0.999
425,4,192,851,,0.000,object,0.777,,0.000,Bead,0.992
426,4,201,836,,0.000,object,0.790,,0.000,Bead,0.903
427,4,214,800,,0.000,object,0.865,,0.000,Bead,1.000
428,4,230,797,,0.000,object,0.843,,0.000,Bead,0.990
429,4,258,797,,0.000,object,0.819,,0.000,Bead,1.000
430,4,275,797,,0.000,object,0.822,,0.000,Bead,1.000
431,4,302,799,,0.000,object,0.811,,0.000,Bead,1.000
432,4,327,798,,0.000,object,0.784,,0.000,Bead,1.000
433,4,359,795,,0.000,object,0.756,,0.000,Bead,0.548
434,4,379,785,,0.000,object,0.847,,0.000,Bead,0.915
435,4,404,768,,0.000,object,0.877,,0.000,Bead,1.000
436,4,408,752,,0.000,object,0.761,,0.000,Bead,1.000
437,4,418,731,,0.000,object,0.744,,0.000,Bead,1.000
438,4,417,710,,0.000,object,0.792,,0.000,Bead,0.998
439,4,408,699,,0.000,object,0.798,,0.000,Bead,0.998
440,4,404,691,,0.000,object,0.832,,0.000,Frag,0.837
441,4,385,691,,0.000,object,0.823,,0.000,Bead,0.742
442,4,369,692,,0.000,object,0.828,,0.000,Bead,0.535
443,4,346,696,,0.000,object,0.822,,0.000,Frag,0.539
444,4,315,696,,0.000,object,0.823,,0.000,Frag,0.977
445,4,296,695,,0.000,object,0.827,,0.000,Bead,0.718
446,4,273,692,,0.000,object,0.811,,0.000,Bead,0.988
447,4,250,683,,0.000,object,0.818,,0.000,Bead,0.998
448,4,230,666,,0.000,object,0.796,,0.000,Bead,1.000
449,4,214,652,,0.000,object,0.740,,0.000,Bead,1.000
450,4,223,634,,0.000,object,0.810,,0.000,Bead,0.995
451,4,243,608,,0.000,object,0.876,,0.000,Bead,1.000
452,4,268,605,,0.000,object,0.809,,0.000,Bead,0.998
453,4,299,608,,0.000,object,0.843,,0.000,Bead,0.995
454,4,317,614,,0.000,object,0.817,,0.000,Bead,0.997
